gene,log2FC,meanA,meanB,pval,-log10p,qval,sig_type,score
LAMP3,0.090652764,0.9594819,0.9010472,0.40873880609353386,0.38855412795459954,0.8620150567877691,ns,0.035223505601899525
BGENE_1089,-0.082129724,1.2422225,1.3149915,0.3744484930772085,0.42660791283971694,0.8558822698907622,ns,0.035037190275856125
BGENE_1178,0.05302384,1.6816463,1.6209623,0.21921383855945287,0.65913203312424,0.7430977578286537,ns,0.034949712275345525
BGENE_708,0.07026019,1.7067333,1.6256058,0.32147070678936207,0.4928585949305658,0.8242838635624669,ns,0.03462833826352812
BGENE_644,-0.17750862,0.12504055,0.14141214,0.6383104041185064,0.19496807674451402,0.9398435398063898,ns,0.034608514716438984
BGENE_22,0.05852772,1.2508086,1.2010808,0.25717708652884286,0.5897677279615707,0.7852735466529552,ns,0.03451775999273122
BGENE_799,0.100466006,0.9825709,0.91647494,0.4584180712923601,0.3387382703865266,0.8844078545833314,ns,0.0340316809371127
BGENE_119,0.080990374,0.962497,0.90995276,0.38588621517176436,0.4135407352450454,0.8559398488098285,ns,0.03349281884824163
BGENE_386,0.031696323,2.9860144,2.9211264,0.08839295437144526,1.0535823503664297,0.5672275146830712,ns,0.03339468680604431
BGENE_1177,0.0800711,0.90386087,0.8550623,0.3856542747630718,0.41380185036207184,0.8601954083934686,ns,0.03313356896913813
BGENE_645,0.051107023,2.4409719,2.3560147,0.22833683691906703,0.6414240193895256,0.7611227897302235,ns,0.03278127205480516
BGENE_1060,0.07041318,1.4425539,1.3738381,0.3456470985245811,0.4613670843769554,0.8262480442818672,ns,0.032486323417872484
BGENE_535,0.026943985,3.2241254,3.16447,0.06294252968630568,1.2010558065971546,0.4904612702829014,ns,0.03236123008484833
BGENE_325,0.06705714,1.3527117,1.2912759,0.3292551846358681,0.4824673776690786,0.8248564124489389,ns,0.03235288257254487
BGENE_1079,0.066595584,1.1990794,1.1449872,0.3317991946849699,0.47912467239332845,0.8277734586735215,ns,0.03190758744068941
CD177,0.07932462,0.83452743,0.7898807,0.39698080902224686,0.4012304875371185,0.8598862289290545,ns,0.031827455146577706
BGENE_226,0.06821114,1.1602575,1.1066767,0.3420320722922543,0.46593316831089415,0.8274969490941637,ns,0.031781831758189744
BGENE_478,0.09206043,0.54556006,0.5118345,0.45364364015993797,0.343285173319284,0.8880462776377253,ns,0.03160298129936818
BGENE_943,0.03573176,2.2562852,2.2010891,0.1306299854997666,0.8839571213584927,0.650439761824564,ns,0.031585342758065967
BGENE_385,-0.04921248,1.4760442,1.5272629,0.229228159518438,0.6397320325498814,0.7598723519948222,ns,0.03148280102571897
BGENE_627,0.15701905,0.12896699,0.11566733,0.6333162712446709,0.19837935387857628,0.9394060883728123,ns,0.031149337473206123
BGENE_137,-0.05249522,1.605106,1.6645864,0.2554150117115346,0.5927535811842259,0.7858923437277987,ns,0.031116728946703868
BGENE_49,0.10160193,0.57831633,0.53898937,0.49728723795269725,0.3033926860680769,0.8880129249155307,ns,0.030825281988974138
BGENE_514,0.037672956,1.8768508,1.8284752,0.15218630259740915,0.8176244341229872,0.6714101585179816,ns,0.030802328957424605
BGENE_1000,0.019828577,2.70526,2.6683328,0.029040823556608097,1.5369910718211541,0.35926792028793525,ns,0.030476345192808486
KLRF1,-0.07777276,0.80235916,0.84679985,0.4066393412332737,0.39079060687358474,0.8590971997886064,ns,0.030392863649201376
BGENE_1052,0.08063506,1.0202191,0.9647612,0.4214382223424715,0.37526607860062694,0.8644886612153262,ns,0.03025960402114293
BGENE_388,0.052606024,1.9352301,1.8659354,0.2688160142911965,0.5705448624369254,0.7887022424191584,ns,0.03001409663974318
BGENE_957,0.0698357,1.3980732,1.3320093,0.3721525486076602,0.4292790024884381,0.8538873008206354,ns,0.029978999674734476
BGENE_754,0.026540328,2.4320438,2.387712,0.0749215323220174,1.12539334885965,0.5257651391018765,ns,0.029868308402033448
BGENE_269,0.055451915,1.1698871,1.125774,0.28966155871689203,0.5381091366390982,0.8046154408802556,ns,0.02983918192702719
BGENE_1175,0.025257021,3.0901308,3.036503,0.06641695391578022,1.1777210463513592,0.5012600295530583,ns,0.029745725422116568
FLT3,0.08102777,0.4143945,0.39176184,0.43111764160816257,0.3654042051760008,0.8694809578652019,ns,0.029607887365039345
BGENE_321,0.047849476,2.596359,2.5116587,0.24067756015883923,0.6185643997685638,0.7681198728473593,ns,0.029597982609904254
BGENE_1128,0.049788903,2.1801407,2.1061852,0.2555216384082978,0.5925723164944089,0.7842096319436249,ns,0.029503525850123315
BGENE_255,0.06671004,1.7123003,1.6349263,0.36148910922838584,0.44190478238954334,0.8455885595985634,ns,0.029479485697580743
BGENE_1199,-0.09300915,1.4413942,1.5373803,0.48320338623220693,0.315870030891873,0.8812219809705901,ns,0.02937880356332649
BGENE_43,-0.023939649,3.6049376,3.6652558,0.059619596356556705,1.2246109686038493,0.48669058250250374,ns,0.029316756312906634
BGENE_281,-0.060195286,1.0008208,1.0434626,0.32822991815622604,0.48382183553773817,0.829212424815729,ns,0.029123793679499937
BGENE_246,-0.076437205,1.5430671,1.6270268,0.4168621312947969,0.3800075553814687,0.8714887762260561,ns,0.02904671544120546
BGENE_1112,-0.08543685,0.53859556,0.57145476,0.4575013452453899,0.33960762458815436,0.8840605705224924,ns,0.029015005947797063
BGENE_563,0.025865454,2.7151804,2.6669347,0.07634952295813925,1.117193672128123,0.5295920667616595,ns,0.028896721788824888
BGENE_326,-0.09037413,0.53530264,0.569908,0.4802460850675553,0.3185361667900331,0.8811854771881749,ns,0.028787428001250413
BGENE_651,0.027617175,3.44777,3.382398,0.0916154622980178,1.0380312225766872,0.5696298173970019,ns,0.02866749006642203
BGENE_846,0.024938256,2.293382,2.2540793,0.07306953763194836,1.1362636407665765,0.5219252687996312,ns,0.02833643304387995
BGENE_97,0.06839157,0.9803741,0.9349834,0.3857378551159565,0.4137077387298957,0.8571952335910145,ns,0.02829412134211804
BGENE_104,0.056780744,1.0676115,1.0264091,0.3189323438595273,0.49630143545308775,0.8248250272229154,ns,0.02818036492402003
BGENE_120,0.0452009,2.454788,2.3790696,0.23801400181409849,0.6233974936504917,0.7657286921633194,ns,0.028178127299055788
BGENE_798,0.046637114,1.3058612,1.2643224,0.2494075007943547,0.6030904894917462,0.7773740284499367,ns,0.028126399993613705
BGENE_355,-0.058903307,1.0995666,1.1453896,0.33525104815890117,0.4746298556570784,0.8312009458485153,ns,0.02795726796749171
BGENE_174,0.07417822,1.247354,1.1848404,0.4203095863694538,0.37643070454636685,0.866617703854544,ns,0.02792295918052028
BGENE_900,0.04829063,1.6559821,1.6014696,0.2643808757605106,0.5777699631503479,0.7833507429941055,ns,0.02790087490309409
BGENE_24,-0.082426324,1.0184871,1.0783714,0.45923302047800285,0.3379668921784545,0.8845579848693473,ns,0.02785736872047382
BGENE_242,0.045764826,1.5539893,1.5054677,0.24826753825313375,0.6050800620772219,0.775836057041043,ns,0.027691383901136322
BGENE_249,0.031843364,3.1987379,3.1289082,0.1352773471813727,0.8687749219374271,0.6545678089421259,ns,0.027664716280735545
BGENE_993,0.061153613,2.022191,1.9382647,0.353139666912462,0.4520534969550853,0.8341881895569969,ns,0.02764470462206116
BGENE_638,0.058141723,1.0698639,1.0276048,0.3382857998718848,0.47071623208703256,0.826767738994423,ns,0.027368252907141833
BGENE_1021,0.042979874,2.5928576,2.516752,0.23184336304155118,0.6348053320980779,0.7643187792578611,ns,0.027283853008346483
BGENE_178,0.029992845,3.7814655,3.7036626,0.12333077719423209,0.9089285316954564,0.6519688662250154,ns,0.027261352484897344
BGENE_813,0.064320266,1.2854735,1.2294214,0.3779248192775493,0.4225945859307263,0.857296376433004,ns,0.02718139628151868
BGENE_482,0.040568996,2.7569845,2.6805372,0.21560806588926273,0.6663349962419101,0.741345785292594,ns,0.027032541944342892
BGENE_1144,-0.038890556,3.0229404,3.1055377,0.20232603929385062,0.6939482200770134,0.7183172992681087,ns,0.026988031767714284
BGENE_410,0.07772733,0.79344505,0.75182813,0.4508145160757907,0.3460021082645373,0.8883044651739719,ns,0.02689382098786118
BGENE_260,0.05872522,1.4762969,1.4174105,0.3500277925085815,0.4558974709242586,0.8333995059728131,ns,0.026772678921835567
BGENE_665,0.048002366,2.7426858,2.6529307,0.27734565843180203,0.5569786281765972,0.8019633496823191,ns,0.026736291950862055
BGENE_82,0.03998212,1.488819,1.4481251,0.21553989118332684,0.6664723407351608,0.7432410040804374,ns,0.026646978062200028
BGENE_749,0.06673943,1.4459401,1.3805741,0.401622237500469,0.396182248660914,0.8575563790045602,ns,0.026440978447636463
BGENE_171,0.041386772,1.4766073,1.4348495,0.23341601341543183,0.631869352663415,0.76739511259868,ns,0.02615103279907119
KLRB1,0.03222687,2.4341357,2.380365,0.1549407351475968,0.8098343877665632,0.6736553702069425,ns,0.026098428912067997
BGENE_892,-0.07635198,1.5549982,1.6395103,0.45720510649741186,0.33988892763969775,0.8849131093498294,ns,0.025951191886424203
BGENE_313,0.10662524,0.182496,0.16949457,0.5727757326119978,0.24201539051856488,0.9338734770847789,ns,0.025804948267825027
BGENE_1104,0.097573094,0.47119954,0.44038484,0.5447577088593003,0.2637966153426198,0.9168432687674057,ns,0.025739451964161896
BGENE_870,0.10759272,0.3096062,0.2873564,0.5791339082899958,0.23722100638052948,0.9378686773927057,ns,0.025523252561615924
BGENE_195,0.056080006,1.0251241,0.9860402,0.35128768385098175,0.45433707630908726,0.8347430111310458,ns,0.02547922599405225
BGENE_1050,-0.06397948,2.0359082,2.128227,0.39997469289465537,0.3979674863817837,0.8586218809903157,ns,0.025461751518457573
BGENE_418,0.059924997,1.2101083,1.1608738,0.3772363111095266,0.4233865106443775,0.8573552525216515,ns,0.02537143554503617
BGENE_466,0.04411992,1.6745596,1.624124,0.266929773089164,0.5736029827235811,0.7870165299926211,ns,0.02530731804312135
BGENE_1007,0.028056122,1.9250565,1.8879815,0.12716049221890452,0.8956477996661953,0.6549038225866327,ns,0.025128404261240477
BGENE_719,-0.076594435,0.7035601,0.7419224,0.4729189194598211,0.32521331137547477,0.8853396308140178,ns,0.02490952973474522
BGENE_669,-0.06490007,1.5940912,1.6674393,0.41733570037816314,0.37951446260661087,0.866440900439093,ns,0.02463051535193555
BGENE_1111,0.062024556,0.67236656,0.6440726,0.401647945519615,0.39615445016647066,0.8560879833455383,ns,0.024571303918760896
BGENE_750,0.041005857,1.6097087,1.5645999,0.25191759150183035,0.5987415044930786,0.7791265716551454,ns,0.024551908686146998
BGENE_1137,-0.10383679,0.36344808,0.39057142,0.5833557740094804,0.23406649916302746,0.9371177092521773,ns,0.024304713855775692
BGENE_421,-0.042287193,1.9747342,2.0334728,0.2694274799518932,0.5695581109781702,0.7885682340055411,ns,0.02408501389962287
BGENE_1142,0.055693522,1.8971963,1.8253529,0.37639251722191047,0.424359019042698,0.857060760277595,ns,0.023634048403555694
BGENE_685,-0.06386541,1.168678,1.2215755,0.42808206206388066,0.3684729700397636,0.8736368613548584,ns,0.02353267667960188
BGENE_252,0.03298434,1.9041657,1.8611248,0.1948956213537688,0.7101979179026852,0.7108654882204334,ns,0.02342540866868476
BGENE_105,0.072150275,1.59831,1.5203431,0.47413681732514634,0.3240963198543642,0.8834847527797759,ns,0.023383638640019338
BGENE_698,0.042391144,1.6280699,1.5809278,0.2813334355616519,0.5507786502841024,0.8019005289168225,ns,0.023348136932688886
BGENE_148,-0.10689218,0.33342957,0.35907236,0.6051189397860414,0.21815925375103007,0.9405993882684581,ns,0.023319518967389135
BGENE_600,-0.07294863,0.5846367,0.6149585,0.48099298201824137,0.3178612602020246,0.8812085166746406,ns,0.023187542563503704
BGENE_962,-0.055919606,1.6419352,1.706827,0.38946047633173553,0.4095366093187,0.8575276543084085,ns,0.02290112593339454
BGENE_266,0.0490698,1.7033,1.6463405,0.34180671205203295,0.46621941329890104,0.8286223322473526,ns,0.022877293125576185
BGENE_1183,0.045978576,1.6755253,1.6229684,0.32057490914125353,0.49407047215007927,0.8255147874882065,ns,0.022716656725885274
CD1C,0.029991496,2.1149871,2.0714736,0.17739444256907788,0.7510599899123465,0.6844801642536767,ns,0.022525412949347907
BGENE_140,0.08147417,0.7010417,0.6625485,0.5293282356469271,0.27627493907393214,0.9100198893643446,ns,0.022509271377373564
BGENE_1108,0.06291605,1.1709039,1.1209381,0.44165247311089006,0.3549193333117452,0.8774552445911724,ns,0.022330121765025208
BGENE_935,0.026472786,2.670132,2.621583,0.14512893363276122,0.8382459958022079,0.6621852485144999,ns,0.022190707232268545
BGENE_831,-0.07083597,1.0490454,1.1018388,0.48664034224219244,0.31279189111639033,0.8821275085961192,ns,0.02215691712238854
BGENE_358,0.023654368,3.7582123,3.6970952,0.11901015562071204,0.9244159769112847,0.6462089897957215,ns,0.021866475494691187
BGENE_10,0.060282804,1.0465045,1.0036774,0.438236974378601,0.3582909834818944,0.8750155894414662,ns,0.021598785157968557
BGENE_561,-0.08485323,0.54859924,0.58183336,0.5573075613017123,0.25390506458899487,0.924991802990394,ns,0.021544665327904087
BGENE_1157,-0.06662766,0.6328001,0.66270995,0.47518169832642976,0.32314029460283994,0.8840589736305671,ns,0.021530081326806443
BGENE_324,0.031188302,2.9130762,2.850777,0.20445724311469982,0.6893974994944514,0.7216137992283522,ns,0.021501137234466238
BGENE_165,-0.060961682,1.0393144,1.0841721,0.44409161481008963,0.3525274269526193,0.880842872350591,ns,0.0214906650213522
BGENE_29,0.032667782,2.2323997,2.182418,0.22007585497282467,0.6574276022775063,0.7439183830067313,ns,0.021476701695634006
BGENE_937,-0.069770694,0.76593506,0.80388707,0.49274620813868864,0.30737670908967585,0.8838497006971994,ns,0.021445886244689988
BGENE_952,-0.07558271,1.8002806,1.8971115,0.5212584414226586,0.28294689886020963,0.9039163724092346,ns,0.021385894219304254
BGENE_1099,0.028405901,3.603717,3.5334556,0.17713909871803646,0.7516855693385815,0.6879188299729572,ns,0.021352305899290942
BGENE_411,0.021297885,4.157542,4.096617,0.10012004100523647,0.9994789811938155,0.5860685327135794,ns,0.021286788506342177
BGENE_340,0.07495399,0.75169075,0.7136344,0.5212100336412391,0.28298723242015833,0.9051404346881142,ns,0.02121102167800505
ZEB2,0.0501587,1.9277617,1.8618901,0.378060472112948,0.4224387276642456,0.855985974595354,ns,0.021188978185339085
BGENE_965,0.06099766,1.0813603,1.0365931,0.4504292601370591,0.34637340522750976,0.889005118691564,ns,0.021127967621847633
BGENE_880,0.07580098,0.48389667,0.45912847,0.5264392918332472,0.2786517037604835,0.908959928345175,ns,0.021122071568131732
BGENE_1038,0.034055885,2.9247806,2.8565474,0.24081286919745304,0.6183203078124804,0.7665131115038293,ns,0.021057445251205145
BGENE_1091,0.06694255,0.90893143,0.8677196,0.48476308574759086,0.3144704586984268,0.8813874286319834,ns,0.02105145448102761
BGENE_874,0.05192283,1.3432605,1.2957759,0.393756588754391,0.404772166063971,0.8591052845550349,ns,0.021016917049049726
BGENE_262,0.058316153,1.5298282,1.4692231,0.4361709387058301,0.36034327406256456,0.8723418774116602,ns,0.021013833338015136
BGENE_951,-0.057459455,0.79959095,0.83207965,0.43089198910029824,0.36563157999349805,0.8704888668692894,ns,0.021008991311172443
BGENE_1032,0.054505784,1.1767008,1.1330737,0.41361055678491054,0.38340838506178476,0.8662001189212787,ns,0.020897974644708318
BGENE_45,-0.025036264,1.6950699,1.7247425,0.1464023477599518,0.8344519587215041,0.6579880798200082,ns,0.020891559709887483
BGENE_1065,0.07685848,0.35844058,0.3398446,0.536402605365026,0.2705091214004047,0.916927530538506,ns,0.020790920777453287
BGENE_980,-0.061066817,1.453503,1.516348,0.45691010641774377,0.34016923565645185,0.8857708040408603,ns,0.02077305263030958
BGENE_526,0.045736335,1.3175986,1.2764832,0.35203721341036687,0.4534114253726219,0.8348708618427673,ns,0.020737376942491993
BGENE_704,0.040809426,1.2854915,1.2496383,0.31115873849687203,0.5070179979008471,0.8152630702974814,ns,0.020691113697552742
BGENE_702,0.046906337,2.4928548,2.413108,0.3623084328896974,0.44092155745086137,0.8458562635557137,ns,0.020682015226961708
FCGR3B,0.04352081,1.7653743,1.7129147,0.33641584167322924,0.47312356165748426,0.8289507392358831,ns,0.02059071979121598
BGENE_511,-0.05408587,2.097301,2.1774201,0.4173356885207199,0.3795144749458913,0.8679425064555699,ns,0.020526370305354872
BGENE_232,0.07637004,1.1605353,1.1006993,0.5392567510503739,0.26820440918216915,0.9178838315751044,ns,0.02048278094572119
BGENE_1084,0.040606618,1.7558739,1.7071414,0.3141187217307442,0.5029061785265204,0.8194401436454196,ns,0.020421319044831302
BGENE_1164,-0.0691167,0.8086171,0.8482994,0.5107084872673591,0.2918269247120095,0.8999268498103243,ns,0.020170113048694673
BGENE_131,0.019641118,4.2927365,4.2346907,0.09499767198026206,1.0222870374323547,0.5757434665470428,ns,0.020078860458973117
BGENE_201,-0.069117144,1.5098389,1.5839336,0.5128197561643568,0.29003525215559756,0.9010010357206855,ns,0.020046408215861254
BGENE_582,0.036439598,1.7642282,1.7202253,0.28247407011013315,0.5490214123575856,0.7975738450168465,ns,0.020006119343749986
BGENE_335,0.078281134,0.4991413,0.47277936,0.555442936340889,0.25536055185406265,0.9244542629806752,ns,0.019989913671716375
BGENE_804,-0.08971988,0.27561662,0.29330122,0.6023739222532322,0.2201338377148362,0.9399853143093351,ns,0.019750380765604838
BGENE_379,0.03807083,2.00109,1.9489745,0.3030042087113025,0.5185513391300369,0.8152579606582131,ns,0.01974168062907122
BGENE_432,0.038920496,1.3713715,1.3348697,0.31276621948861594,0.5047801593267675,0.8176894627153358,ns,0.019646293999883786
BGENE_150,-0.08435254,0.39349216,0.4171851,0.5862020926497977,0.23195263553143264,0.9366744489743772,ns,0.019565793500456816
BGENE_28,0.027845943,2.8628175,2.8080912,0.20114868912162465,0.6964827933641587,0.7162564597802658,ns,0.019394220405913733
BGENE_612,0.04449051,1.8645129,1.8078917,0.3703760356691579,0.4313571211081895,0.853073402692878,ns,0.01919129776464596
BGENE_166,0.07560564,0.9922833,0.94162095,0.5598112182504804,0.2519584028054337,0.9253077987611247,ns,0.019049475875506303
BGENE_1059,0.036727164,2.0620105,2.0101798,0.3048604644807493,0.5158988930211145,0.8147718427102433,ns,0.018947503220795667
BGENE_1064,0.093494296,0.34815398,0.32630724,0.6296687513398229,0.20088785895682892,0.9363104109142348,ns,0.018781868962964354
BGENE_862,0.0265253,3.9713175,3.8989685,0.19880904773753283,0.7015638548830195,0.7121518127911624,ns,0.01860919171721885
BGENE_916,0.022800742,3.0244899,2.9770658,0.1554291019332957,0.8084676623320881,0.6733390697471294,ns,0.01843366235555805
BGENE_725,0.060003858,0.9103356,0.8732499,0.4934917259765351,0.3067201244388378,0.8838657778684211,ns,0.01840439081086458
BGENE_847,0.037066635,1.7854141,1.7401264,0.3195213791747509,0.4955000778905885,0.8245713010961313,ns,0.01836652040299504
BGENE_396,0.037697084,1.6592892,1.616494,0.32794186905260336,0.4842031324684959,0.8302325798800085,ns,0.018253046277842327
CD68,-0.063312374,0.675842,0.7061616,0.5160632142785275,0.287297096956448,0.901420461621882,ns,0.018189461267533017
BGENE_902,0.045150395,1.3797228,1.3372118,0.4004553409504312,0.397445909692693,0.8581185877509241,ns,0.01794484000563778
BGENE_453,0.02192205,2.097785,2.0661497,0.15434218411778144,0.8115153582807733,0.6759511713187508,ns,0.017790080295657453
BGENE_539,0.05686755,0.9903521,0.9520741,0.4874936775428579,0.31203101242914577,0.8823414978151274,ns,0.01774443953115951
BGENE_172,0.043425687,1.6797776,1.629969,0.39205942751375344,0.4066480985786285,0.8585242938257375,ns,0.017658972908714717
BGENE_787,-0.09007204,0.42130443,0.44844633,0.6379326575625686,0.1952251645274264,0.9404412642200028,ns,0.017584329460864197
BGENE_664,0.044378944,1.7261022,1.6738137,0.4040575085657033,0.39355681836637646,0.8596968267355389,ns,0.01746563590129493
BGENE_377,0.046080023,1.0280807,0.9957623,0.41917099518109213,0.3776087762834101,0.8657576492552677,ns,0.01740022111513822
BGENE_1188,0.05289453,2.1944997,2.1154983,0.47131734405444947,0.3266865782998884,0.8851029935294825,ns,0.017279932675165578
BGENE_254,0.0293029,2.9922066,2.9320443,0.26032367651455957,0.5844863308842029,0.7868725738475352,ns,0.01712714488930799
BGENE_320,0.05493514,1.4664214,1.4116324,0.48798064181558964,0.31159740611086045,0.8818927261727523,ns,0.01711764671471954
BGENE_228,0.020215124,2.1371698,2.1074326,0.14510875007365515,0.8383063987674406,0.6646202293449854,ns,0.01694646771039803
BGENE_1085,-0.07942825,0.3402,0.3594551,0.6141221638249047,0.21174522853680888,0.9375910898090148,ns,0.016818552547786827
BGENE_1171,0.06724544,0.5667807,0.54096866,0.5638050615336759,0.2488710295884351,0.9268028408772756,ns,0.016735441563139174
BGENE_456,0.049493957,1.8506535,1.7882407,0.46017461627395606,0.33707734115671395,0.8835352632459957,ns,0.01668329153368713
BGENE_200,-0.04538975,1.4156464,1.4608933,0.42903468211011864,0.36750759909678793,0.8696648961691593,ns,0.01668107771892796
BGENE_949,-0.06419559,0.6041132,0.6316015,0.5549038110266391,0.25578229248236295,0.9261259711153921,ns,0.016420094725001163
BGENE_1086,-0.039231326,2.2263448,2.2877166,0.38630753737528223,0.413066818107941,0.8552934406832817,ns,0.016205159179022002
BGENE_412,0.042768855,1.7683351,1.716682,0.41916190788983676,0.37761819154179577,0.8672315335651795,ns,0.016150297546444422
BGENE_208,0.046944294,0.92274,0.89319783,0.453582116332526,0.3433440769793715,0.8893766986912275,ns,0.016118045335741904
BGENE_80,-0.053997844,1.350674,1.4021857,0.5035266236825828,0.2979775614306263,0.8925139563059075,ns,0.016090146013993757
BGENE_726,-0.022095177,2.9427104,2.9881256,0.19236378639416274,0.7158766830751112,0.7080875572791266,ns,0.015817422253678
BGENE_400,-0.045937642,2.272674,2.346204,0.453854706643535,0.34308315639855547,0.8870124559808501,ns,0.015760431371004344
BGENE_679,0.04957223,1.2541411,1.2117796,0.484192995456154,0.31498149753935856,0.8816867899049845,ns,0.015614335048170322
BGENE_86,0.054366007,1.499583,1.4441247,0.5198997053748131,0.28408042867938293,0.9041734006518488,ns,0.015444318701199241
BGENE_1053,-0.0374875,2.3930223,2.4560184,0.38759663147542156,0.41162000597110093,0.8565671413821471,ns,0.015430604733403897
HLA-DQB1,-0.033957824,1.3878012,1.4208544,0.3566508206822775,0.44775677229554967,0.8391784016053587,ns,0.015204845718114549
BGENE_447,0.044017166,1.4638422,1.4198543,0.4521503381713119,0.34471714000606707,0.8894760750911054,ns,0.01517347153997126
BGENE_996,0.046542697,1.2929387,1.2518929,0.4737743628996187,0.3244284437239917,0.8841823257846694,ns,0.015099774642433497
BGENE_992,-0.077507965,0.28707784,0.30292282,0.640666783911716,0.19336779190918585,0.9398534727311237,ns,0.014987544098996532
BGENE_78,0.06513933,0.40050828,0.38282698,0.5899249823376613,0.22920321179549896,0.9363888608534308,ns,0.014930143861889195
BGENE_850,0.0705881,0.9098955,0.8664477,0.6144727362579747,0.21149738170411958,0.9369342865432906,ns,0.014929197689959746
BGENE_1081,0.06749164,0.5968095,0.56953275,0.6018731160537374,0.2204950549311769,0.9416528543213623,ns,0.014881573559516564
BGENE_136,-0.06559401,0.67867,0.7102389,0.5937553435284035,0.22639246889641249,0.9399820741874462,ns,0.014849989881182305
BGENE_452,0.06880419,0.50659233,0.48299924,0.6090484281052531,0.21534817333973094,0.939406315843578,ns,0.014816856540469032
BGENE_611,0.082443394,0.5676921,0.5361606,0.6626728464272289,0.17870082462305975,0.9444268595162407,ns,0.014732702450865087
BGENE_72,0.04749939,1.6646731,1.6107577,0.49015312147130796,0.3096682272738166,0.8818347012977056,ns,0.014709051419866621
BGENE_585,0.036171935,2.1606042,2.107106,0.3930745145789548,0.4055251132303558,0.8591792668392455,ns,0.014668628238877301
BGENE_691,-0.03652875,1.2837851,1.3167053,0.39915783554838813,0.3988553410214473,0.8584039474158884,ns,0.014569687538534389
BGENE_1102,-0.058439292,0.50249577,0.5232683,0.5633802757649018,0.24919836195871795,0.9273749395307026,ns,0.014562975843827564
BGENE_398,0.047754142,1.738095,1.6815046,0.49786180532508617,0.30289119040022056,0.8877179292572116,ns,0.014464309048195702
BGENE_235,-0.030449938,3.0153978,3.079718,0.3350638341951928,0.4748724461041301,0.8324567309197337,ns,0.01445983655557454
BGENE_832,-0.052383482,1.6757407,1.7377042,0.5298454810564251,0.27585076532141234,0.9096059760625325,ns,0.014450023725745553
BGENE_1123,0.09719821,0.41426468,0.3872739,0.7123423490653744,0.147311235890318,0.9508462946367623,ns,0.014318388538157544
BGENE_579,-0.054226663,2.1483014,2.2305865,0.5451612713296135,0.263475004351059,0.916237430806073,ns,0.014287370260285499
BGENE_636,-0.043306757,1.3120903,1.3520737,0.4709123777988595,0.3270598940994436,0.8871190790559363,ns,0.014163903281236904
BGENE_330,0.06286122,0.95662904,0.9158417,0.5974314571722816,0.2237119137763151,0.938374016500966,ns,0.014062803615652103
BGENE_730,0.032461636,1.3393201,1.309521,0.37057941807120554,0.43111870500180166,0.8519067082096679,ns,0.013994818374718611
BGENE_656,-0.056745984,0.9965515,1.0365304,0.5691043153530574,0.2448081212500219,0.9316851001687161,ns,0.01389187764834317
BGENE_336,0.0261374,1.8027136,1.7703477,0.29484109654835433,0.5304119822775655,0.8133547490989085,ns,0.013863590367569649
BGENE_1150,-0.03745617,1.2436653,1.276377,0.4322770829103618,0.36423778789773503,0.8703565427725405,ns,0.013642952403561035
BGENE_830,0.01824807,3.5547795,3.5100996,0.17950418127904266,0.7459254307332054,0.6860032405568509,ns,0.013611699498225095
BGENE_25,-0.066864796,0.48417094,0.5071391,0.6264492474455363,0.20311410814498482,0.9361632589472523,ns,0.013581183402350438
BGENE_898,0.023234388,2.848163,2.8026612,0.2606063672046157,0.5840149776946202,0.7837785479838068,ns,0.013569230507632082
BGENE_1008,0.05796975,1.866822,1.7932973,0.5845335777035869,0.23319053635408968,0.9377544027330272,ns,0.01351799685552319
BGENE_890,0.018559488,1.9845817,1.9592147,0.18715736092893376,0.7277930873422322,0.7040402291997507,ns,0.013507466733715091
BGENE_487,-0.05010055,0.95195967,0.98559916,0.5380220149684769,0.2691999533601602,0.918387507769804,ns,0.013487065738260008
BGENE_217,0.014673157,3.3752751,3.3411202,0.12075587037867642,0.9180917474410853,0.6469064484571951,ns,0.013471304041922403
BGENE_775,0.02894255,1.6055455,1.5736568,0.3427145102741178,0.46506750747975345,0.8274797028751335,ns,0.013460239403137933
BGENE_746,-0.039276745,1.2355522,1.2696517,0.4543692256618944,0.3425910909806245,0.886574098852477,ns,0.01345586297807984
BGENE_1101,0.059371527,0.35951757,0.34502253,0.5958280610654776,0.2248790471449508,0.9395449057537096,ns,0.013351412483252672
BGENE_982,0.01726413,4.649661,4.5943522,0.1735297462638552,0.760626068245226,0.6827399853004139,ns,0.013131547014736228
BGENE_924,0.045315903,1.9579655,1.8974204,0.5175897815164598,0.2860143062860744,0.9027728747380114,ns,0.012960996468792825
BGENE_414,-0.031014327,1.701652,1.7386293,0.3829822022704453,0.41682140784686716,0.862248860646406,ns,0.012927435426827059
BGENE_117,-0.052133467,1.2471695,1.2930616,0.5656408742423045,0.24745921516502373,0.9285486307671209,ns,0.012900906839630324
BGENE_720,0.054863285,1.6332859,1.5723408,0.5851505863073637,0.23273235547927576,0.937490925993106,ns,0.012768461610989717
BGENE_4,-0.06831719,0.5252918,0.5507648,0.6509120620536564,0.186477680471013,0.9399452159619587,ns,0.012739631092562797
BGENE_688,-0.03633826,2.3114798,2.3704402,0.44627233217555207,0.3504000375510402,0.8837075884664397,ns,0.012732927155087732
BGENE_77,-0.060391106,0.8356617,0.871385,0.6161206689183689,0.2103342217428218,0.9358794970911932,ns,0.012702316220008444
