,n_counts,n_genes,pct_counts_mito,cell_type
cell_01144,13721,1004,12.72933275150702,NK cells
cell_01145,19536,1069,9.95651098189259,NK cells
cell_01146,9652,922,37.07864883707406,NK cells
cell_01147,17355,1040,3.6416388711792362,NK cells
cell_01148,15103,1029,7.070489092446125,NK cells
cell_01149,9775,924,8.395083380549492,NK cells
cell_01150,19577,1092,7.470463398246147,NK cells
cell_01151,12231,998,7.981235399035383,NK cells
cell_01152,11209,972,7.710553761779862,NK cells
cell_01153,17337,1065,5.580662099169043,NK cells
cell_01154,9179,932,13.30079826182605,NK cells
cell_01155,11720,994,8.709510260671232,NK cells
cell_01156,16683,1064,7.569335842597805,NK cells
cell_01157,16927,1050,8.381966757018445,NK cells
cell_01158,15604,1034,7.87605121361702,NK cells
cell_01159,16432,1052,6.183359141526548,NK cells
cell_01160,19400,1088,6.040207973612528,NK cells
cell_01161,19424,1078,6.249496771908847,NK cells
cell_01162,12455,979,48.00445148335887,NK cells
cell_01163,12158,1006,41.46233684753577,NK cells
cell_01164,10641,954,8.545360240823255,NK cells
cell_01165,9429,930,28.67220991779822,NK cells
cell_01166,9120,943,7.282644272902239,NK cells
cell_01167,15851,1032,7.595274661686224,NK cells
cell_01168,19710,1074,7.960927783810567,NK cells
cell_01169,11605,973,7.33891862043322,NK cells
cell_01170,12252,983,8.039558710108164,NK cells
cell_01171,11956,964,10.587878159604596,NK cells
cell_01172,18140,1066,9.056940911028056,NK cells
cell_01173,19976,1073,9.964490855210004,NK cells
cell_01174,12688,974,7.307682979576622,NK cells
cell_01175,9445,907,9.927831639782166,NK cells
cell_01176,17006,1054,11.430154815512248,NK cells
cell_01177,11467,981,14.091467115821294,NK cells
cell_01178,8252,921,32.697051022448264,NK cells
cell_01179,12582,1003,7.309481353099992,NK cells
cell_01180,16890,1030,9.790814802525512,NK cells
cell_01181,17050,1043,9.218441571741467,NK cells
cell_01182,19413,1074,14.34336250317434,NK cells
cell_01183,18711,1063,10.114458769503301,NK cells
cell_01184,19877,1093,6.752657844455778,NK cells
cell_01185,13287,1012,12.723160168703476,NK cells
cell_01186,13604,1001,10.654631942587283,NK cells
cell_01187,16818,1038,4.0854366753279425,NK cells
cell_01188,18596,1081,10.045450731442788,NK cells
cell_01189,9619,970,21.53409984250524,NK cells
cell_01190,9379,912,44.25760102737471,NK cells
cell_01191,17700,1052,6.470725443768144,NK cells
cell_01192,14857,1042,8.475400057301078,NK cells
cell_01193,9019,917,7.673321086999778,NK cells
cell_01194,12302,1015,47.16690866105363,NK cells
cell_01195,12470,974,7.99999813053644,NK cells
cell_01196,17703,1049,10.928027120838092,NK cells
cell_01197,17809,1075,9.002174551914699,NK cells
cell_01198,18802,1083,13.753183780597606,NK cells
cell_01199,15878,1053,5.674531441514693,NK cells
cell_01200,9585,956,12.379761488531145,Dendritic cells
cell_01201,10892,969,29.357905494049884,Dendritic cells
cell_01202,18155,1069,7.6342249687751815,Dendritic cells
cell_01203,10993,953,29.501632223044282,Dendritic cells
cell_01204,14236,1009,38.65338514802715,Dendritic cells
cell_01205,8853,920,18.212537634759506,Dendritic cells
cell_01206,8849,951,6.267560485212084,Dendritic cells
cell_01207,16732,1032,7.538378086021597,Dendritic cells
cell_01208,14428,1016,9.59377021455501,Dendritic cells
cell_01209,15966,1031,14.882026815231008,Dendritic cells
cell_01210,14536,1034,9.162051133882185,Dendritic cells
cell_01211,15944,1023,7.2944255068676105,Dendritic cells
cell_01212,16198,1054,11.143964683807079,Dendritic cells
cell_01213,14548,1030,11.361167042095373,Dendritic cells
cell_01214,14097,1033,6.67671223619855,Dendritic cells
cell_01215,18978,1099,7.195424405811232,Dendritic cells
cell_01216,14577,1047,7.5959596143641575,Dendritic cells
cell_01217,15585,1024,11.616789901878153,Dendritic cells
cell_01218,17639,1063,5.780761065740263,Dendritic cells
cell_01219,9619,954,12.46409447946598,Dendritic cells
cell_01220,15811,1043,6.326653600917501,Dendritic cells
cell_01221,11065,978,10.647100592487712,Dendritic cells
cell_01222,11330,991,21.719054597380143,Dendritic cells
cell_01223,10350,943,12.07745374824802,Dendritic cells
cell_01224,13836,1017,5.404200110320404,Dendritic cells
cell_01225,16519,1036,7.836134161315524,Dendritic cells
cell_01226,13275,1044,5.928433693086478,Dendritic cells
cell_01227,13316,1001,11.112138592107238,Dendritic cells
cell_01228,14453,1022,7.09074638845503,Dendritic cells
cell_01229,17692,1045,9.768265562602398,Dendritic cells
cell_01230,11401,966,12.220319894190162,Dendritic cells
cell_01231,16331,1037,6.499177635132973,Dendritic cells
cell_01232,9966,921,13.521737743577816,Dendritic cells
cell_01233,16289,1059,6.845895225501305,Dendritic cells
cell_01234,19513,1080,11.74972875277277,Dendritic cells
cell_01235,9354,938,6.877402323867965,Dendritic cells
cell_01236,12304,1007,15.27955789000647,Dendritic cells
cell_01237,10254,943,10.156531197336708,Dendritic cells
cell_01238,12305,969,11.77065343374374,Dendritic cells
cell_01239,16211,1042,49.13487747425101,Dendritic cells
cell_01240,11815,990,8.402653722371884,Dendritic cells
cell_01241,14060,1001,7.787516484598746,Dendritic cells
cell_01242,12038,984,10.127805290848546,Dendritic cells
cell_01243,16208,1040,8.562132186959328,Dendritic cells
cell_01244,8932,937,38.227559557083076,Dendritic cells
cell_01245,14396,1033,11.881569454202495,Dendritic cells
cell_01246,19320,1090,41.132092270302614,Dendritic cells
cell_01247,16805,1040,11.549750617784978,Dendritic cells
cell_01248,13208,1022,10.586389221291004,Dendritic cells
cell_01249,13438,1003,8.437422297736308,Dendritic cells
cell_01250,12564,984,7.455811253804942,Dendritic cells
cell_01251,15424,1051,7.776312408613095,Dendritic cells
cell_01252,18723,1092,10.819575313263963,Dendritic cells
cell_01253,11874,969,21.464663265798606,Dendritic cells
cell_01254,9023,930,42.34020259853924,Dendritic cells
cell_01255,9518,929,21.799157415834053,Dendritic cells
cell_01256,19417,1061,10.542099670717562,Dendritic cells
cell_01257,9019,923,9.456169658435716,Dendritic cells
cell_01258,15898,1050,7.153557271449361,Dendritic cells
cell_01259,8530,921,19.81680244330794,Dendritic cells
cell_01260,8756,917,13.453416755438289,Dendritic cells
cell_01261,19017,1078,9.565196285418507,Dendritic cells
cell_01262,13314,1014,6.911830726061627,Dendritic cells
cell_01263,14042,1022,13.562436544463296,Dendritic cells
cell_01264,15892,1032,11.646410296319742,Dendritic cells
cell_01265,20146,1062,11.067410846329418,Dendritic cells
cell_01266,18333,1083,6.514982773319525,Dendritic cells
cell_01267,12448,974,7.344162469910903,Dendritic cells
cell_01268,17442,1065,4.621381526893692,Dendritic cells
cell_01269,12945,1016,6.744779859857358,Dendritic cells
cell_01270,15640,1042,8.564142673811158,Dendritic cells
cell_01271,12964,1011,9.43141900078584,Dendritic cells
cell_01272,12341,984,10.772975938219913,Dendritic cells
cell_01273,10698,946,7.100547736209456,Dendritic cells
cell_01274,15817,1044,5.2102235817701725,Dendritic cells
cell_01275,12874,985,6.16359013173898,Dendritic cells
cell_01276,9704,947,40.84395851081743,Dendritic cells
cell_01277,19329,1093,12.784191498661432,Dendritic cells
cell_01278,9154,949,8.325216946800177,Dendritic cells
cell_01279,15021,1049,8.511697941250517,Dendritic cells
cell_01280,16672,1057,11.962357837775246,Dendritic cells
cell_01281,8655,923,34.398163115128874,Dendritic cells
cell_01282,14920,1030,7.830310072208162,Dendritic cells
cell_01283,16982,1044,11.474136577988094,Dendritic cells
cell_01284,11047,948,40.18288600649313,Dendritic cells
cell_01285,16594,1053,8.522768728622507,Dendritic cells
cell_01286,18335,1046,11.700096427845542,Dendritic cells
cell_01287,15629,1014,7.1938058100637985,Dendritic cells
cell_01288,9047,943,47.475703544559714,Dendritic cells
cell_01289,14204,1030,9.758340822218672,Dendritic cells
cell_01290,10597,944,6.877291502269872,Dendritic cells
cell_01291,13240,1008,7.2982489171555756,Dendritic cells
cell_01292,19712,1079,7.851928608941386,Dendritic cells
cell_01293,8726,900,10.308412252244056,Dendritic cells
cell_01294,18294,1065,12.871140212142002,Dendritic cells
cell_01295,19092,1068,39.063156325539516,Dendritic cells
cell_01296,16956,1076,11.660934394076895,Dendritic cells
cell_01297,13975,1011,7.609821753784169,Dendritic cells
cell_01298,17232,1062,14.649822721799454,Dendritic cells
cell_01299,9981,957,4.668819551882438,Dendritic cells
cell_01300,17616,1084,11.456636968868976,Dendritic cells
cell_01301,10650,967,10.743897741768402,Dendritic cells
cell_01302,13650,1043,59.05949709089797,Dendritic cells
cell_01303,13937,1008,8.35474138084386,Dendritic cells
cell_01304,15020,1022,9.530011652172021,Dendritic cells
cell_01305,18508,1079,6.236364669771149,Dendritic cells
cell_01306,16520,1033,9.07623608498448,Dendritic cells
cell_01307,16321,1065,6.61736386697245,Dendritic cells
cell_01308,15368,1054,9.487717899277856,Dendritic cells
cell_01309,19078,1077,9.84960158166603,Dendritic cells
cell_01310,15804,1048,5.583257416935873,Dendritic cells
cell_01311,13756,1006,8.884600887598426,Dendritic cells
cell_01312,12168,991,10.960782527233562,Dendritic cells
cell_01313,12808,1013,4.834667115370245,Dendritic cells
cell_01314,13590,1004,10.32902378303553,Dendritic cells
cell_01315,14450,1027,10.642940820011445,Dendritic cells
cell_01316,14481,1022,14.420062144452428,Dendritic cells
cell_01317,12941,1008,10.062172281846525,Dendritic cells
cell_01318,15127,1008,6.613449291309056,Dendritic cells
cell_01319,19730,1065,9.64188467339937,Dendritic cells
cell_01320,16018,1046,9.902632980198906,Dendritic cells
cell_01321,15211,1035,11.873346535888196,Dendritic cells
cell_01322,13731,1008,12.777303331445694,Dendritic cells
cell_01323,8796,931,9.538005233421678,Dendritic cells
cell_01324,16658,1067,8.59237977402919,Dendritic cells
cell_01325,12011,977,9.534586174579754,Dendritic cells
cell_01326,17950,1077,8.355871410363932,Dendritic cells
cell_01327,12520,1006,9.911726475196412,Dendritic cells
cell_01328,17651,1064,6.616062654587221,Dendritic cells
cell_01329,16006,1048,11.210813994327541,Dendritic cells
cell_01330,12350,1010,10.507011333785142,Dendritic cells
cell_01331,8400,939,9.648546869550113,Dendritic cells
cell_01332,8949,924,33.94360247088196,Dendritic cells
cell_01333,13237,1026,6.35812106560931,Dendritic cells
cell_01334,12393,988,12.464428573818719,Dendritic cells
cell_01335,15873,1026,14.1216474291119,Dendritic cells
cell_01336,19384,1077,10.209770440055498,Dendritic cells
cell_01337,11966,954,14.511201264668063,Dendritic cells
cell_01338,14020,1016,11.762498837588817,Dendritic cells
cell_01339,19797,1082,6.90571443751408,Dendritic cells
cell_01340,8534,890,9.69535601285413,Dendritic cells
cell_01341,13149,1017,8.314520320598778,Dendritic cells
cell_01342,12079,973,10.438202904512423,Dendritic cells
cell_01343,15489,1031,9.26180658190567,Dendritic cells
cell_01344,19366,1093,10.58811727503206,Dendritic cells
cell_01345,13968,1009,11.102622024697945,Dendritic cells
cell_01346,17886,1058,7.532874665656678,Dendritic cells
cell_01347,16457,1060,9.02031416335255,Dendritic cells
cell_01348,15993,1039,9.772495688324108,Dendritic cells
cell_01349,19211,1079,11.00733702381071,Dendritic cells
cell_01350,11238,969,12.820157519620611,Dendritic cells
cell_01351,8226,895,46.1736078848219,Dendritic cells
cell_01352,8657,922,7.182522643146619,Dendritic cells
cell_01353,12281,988,7.0722941923096725,Dendritic cells
cell_01354,11174,977,12.24291432127771,Dendritic cells
cell_01355,8062,885,43.80698074066878,Dendritic cells
cell_01356,14218,1030,35.72991512731452,Dendritic cells
cell_01357,18083,1064,9.225618315598549,Dendritic cells
cell_01358,8891,890,5.574685651494754,Dendritic cells
cell_01359,13739,1013,5.950251334489115,Dendritic cells
cell_01360,18025,1079,6.575813578635575,Dendritic cells
cell_01361,15510,1031,11.767894846775594,Dendritic cells
cell_01362,10877,965,11.3300086371899,Dendritic cells
cell_01363,19417,1077,7.341878394975404,Dendritic cells
cell_01364,14319,1031,7.7324893449633,Dendritic cells
cell_01365,12961,1031,6.488301735633348,Dendritic cells
cell_01366,15194,1059,6.7508825132361086,Dendritic cells
cell_01367,12932,996,7.505243145894134,Dendritic cells
cell_01368,12550,983,9.76511901307266,Dendritic cells
cell_01369,9450,947,9.14202569186331,Dendritic cells
cell_01370,11433,993,56.08135907780583,Dendritic cells
cell_01371,17216,1057,50.6458478826596,Dendritic cells
cell_01372,19008,1062,9.90727393215917,Dendritic cells
cell_01373,20042,1045,9.688659796930363,Dendritic cells
cell_01374,9948,927,35.794267481474954,Dendritic cells
cell_01375,13962,1010,10.380740411230438,Dendritic cells
cell_01376,16057,1049,7.740980374559086,Dendritic cells
cell_01377,19136,1067,45.41012887103243,Dendritic cells
cell_01378,11655,974,41.13831998346189,Dendritic cells
cell_01379,14739,1044,8.039690906546987,Dendritic cells
cell_01380,13231,1006,15.541857965924107,Dendritic cells
cell_01381,16584,1075,8.645597606671474,Dendritic cells
cell_01382,8371,906,73.20911650386849,Dendritic cells
cell_01383,12056,969,11.55354918561217,Dendritic cells
cell_01384,9019,916,6.513744707260222,Dendritic cells
cell_01385,17815,1050,7.605452686670766,Dendritic cells
cell_01386,19989,1089,12.64257143400552,Dendritic cells
cell_01387,10364,939,7.945595268437894,Dendritic cells
cell_01388,11515,981,9.956603212579079,Dendritic cells
cell_01389,8903,936,7.327882747904998,Dendritic cells
cell_01390,17218,1056,10.426847076573736,Dendritic cells
cell_01391,12958,1011,7.391963180045213,Dendritic cells
cell_01392,19342,1084,11.28115561354727,Dendritic cells
cell_01393,19552,1055,10.15097023847926,Dendritic cells
cell_01394,12988,990,10.542745709226482,Dendritic cells
cell_01395,17530,1044,12.608217889223978,Dendritic cells
cell_01396,10014,931,23.31466642407744,Dendritic cells
cell_01397,18057,1066,8.268787796886281,Dendritic cells
cell_01398,15195,1047,6.202604644641942,Dendritic cells
cell_01399,14415,1013,11.311479273081487,Dendritic cells
cell_01400,18746,1064,12.489308790835876,Dendritic cells
cell_01401,16997,1072,14.006784338298495,Dendritic cells
cell_01402,17207,1069,11.089552903365966,Dendritic cells
cell_01403,15671,1055,58.63686439354168,Dendritic cells
cell_01404,17189,1040,13.672859066651776,Dendritic cells
cell_01405,18465,1108,7.896860340039144,Dendritic cells
cell_01406,16476,1054,8.004471786881744,Dendritic cells
cell_01407,11456,965,10.380385951919123,Dendritic cells
cell_01408,12637,992,7.6803613582724335,Dendritic cells
cell_01409,14037,1013,10.654343385966197,Dendritic cells
cell_01410,19726,1101,8.192024864165159,Dendritic cells
cell_01411,14970,1037,12.41361412641561,Dendritic cells
cell_01412,11390,984,11.030949678580617,Dendritic cells
cell_01413,16365,1048,6.53360861628047,Dendritic cells
cell_01414,11503,970,11.381261838704493,Dendritic cells
cell_01415,9278,933,8.667267012443231,Dendritic cells
cell_01416,9081,934,14.410899398660105,Dendritic cells
cell_01417,18206,1075,8.397060461219999,Dendritic cells
cell_01418,14949,1009,10.484873642254247,Dendritic cells
cell_01419,9525,936,9.103977447758032,Dendritic cells
cell_01420,20601,1079,7.309120077061268,Dendritic cells
cell_01421,15077,1042,8.885151437190418,Dendritic cells
cell_01422,16785,1049,10.617003647910005,Dendritic cells
cell_01423,13150,994,8.513505981750265,Dendritic cells
cell_01424,13515,999,7.274592623828516,Dendritic cells
cell_01425,14726,1036,10.74836239472822,Dendritic cells
cell_01426,14036,1018,7.671067769854253,Dendritic cells
cell_01427,13689,1025,10.704423819874739,Dendritic cells
cell_01428,12500,984,10.333952122228157,Dendritic cells
cell_01429,10489,973,25.986547201647497,Dendritic cells
cell_01430,8753,942,11.75080831925561,Dendritic cells
cell_01431,10028,969,13.912121186208696,Dendritic cells
cell_01432,16238,1040,10.207569926846693,Dendritic cells
cell_01433,20023,1077,7.895642501213759,Dendritic cells
cell_01434,11623,979,12.126000808318885,Dendritic cells
cell_01435,16454,1034,11.191805601427925,Dendritic cells
cell_01436,15430,1000,10.50831711704719,Dendritic cells
cell_01437,18992,1095,5.803901178581888,Dendritic cells
cell_01438,8593,909,27.121464705280907,Dendritic cells
cell_01439,17621,1067,8.81939391771962,Dendritic cells
cell_01440,18944,1092,4.833849082786665,Dendritic cells
cell_01441,19664,1089,4.2470705770029475,Dendritic cells
cell_01442,10725,941,7.6815469536176035,Dendritic cells
cell_01443,13015,1007,4.918423357626738,Dendritic cells
cell_01444,10482,944,9.645552112231274,Dendritic cells
cell_01445,9367,911,5.786562921387506,Dendritic cells
cell_01446,17283,1076,8.474010626313454,Dendritic cells
cell_01447,19009,1069,7.975229034041299,Dendritic cells
cell_01448,9651,945,7.102905497829893,Dendritic cells
cell_01449,15715,1030,8.01556890305792,Dendritic cells
cell_01450,13442,1017,7.975691244943997,Dendritic cells
cell_01451,15593,1029,12.026595285537525,Dendritic cells
cell_01452,14180,1013,14.915598753452905,Dendritic cells
cell_01453,19514,1073,12.684150419802645,Dendritic cells
cell_01454,12142,979,6.4459394311107445,Dendritic cells
cell_01455,8635,896,11.469372954389229,Dendritic cells
cell_01456,8293,915,12.510474007050615,Dendritic cells
cell_01457,15601,1044,5.220865231218262,Dendritic cells
cell_01458,14405,1024,7.743400623820884,Dendritic cells
cell_01459,18082,1049,11.187093252602716,Dendritic cells
cell_01460,15412,1029,7.421830752450942,Dendritic cells
cell_01461,10762,975,36.97955945333612,Dendritic cells
cell_01462,17264,1066,10.442004351688574,Dendritic cells
cell_01463,14237,1048,10.630227950707216,Dendritic cells
cell_01464,12667,996,12.613953191970829,Dendritic cells
cell_01465,18909,1064,12.003909645225413,Dendritic cells
cell_01466,10789,958,6.367956864204915,Dendritic cells
cell_01467,13721,1013,7.5239343002371895,Dendritic cells
cell_01468,11383,955,9.723171495982493,Dendritic cells
cell_01469,10492,990,44.5202426413005,Dendritic cells
cell_01470,20476,1093,10.45856582499333,Dendritic cells
cell_01471,14686,1026,10.45404002233793,Dendritic cells
cell_01472,8676,936,6.389218305613747,Dendritic cells
cell_01473,15584,1044,9.983456836421285,Dendritic cells
cell_01474,18033,1078,7.148536284352478,Dendritic cells
cell_01475,18560,1070,7.9160299631253705,Dendritic cells
cell_01476,15460,1053,9.834977915462144,Dendritic cells
cell_01477,19349,1065,11.484549578806806,Dendritic cells
cell_01478,10923,970,6.5912552638806,Dendritic cells
cell_01479,17965,1061,11.84216374248899,Dendritic cells
cell_01480,19922,1099,10.32827377841273,Dendritic cells
cell_01481,17396,1056,9.945032105140266,Dendritic cells
cell_01482,18551,1065,8.319871771349563,Dendritic cells
cell_01483,10386,945,9.95162913287785,Dendritic cells
cell_01484,11449,989,17.347828576517188,Dendritic cells
cell_01485,18895,1050,8.217007375397662,Dendritic cells
cell_01486,11126,984,12.00812642687486,Dendritic cells
cell_01487,18624,1077,10.171620049152656,Dendritic cells
cell_01488,10087,947,10.441748237798109,Dendritic cells
cell_01489,19907,1066,17.940401601305386,Dendritic cells
cell_01490,19272,1083,8.024520294601206,Dendritic cells
cell_01491,14418,1026,10.639449950772825,Dendritic cells
cell_01492,8534,916,19.455655859300315,Dendritic cells
cell_01493,14706,1020,12.803413065774604,Dendritic cells
cell_01494,9442,947,8.928816248964905,Dendritic cells
cell_01495,12419,998,9.534184469816417,Dendritic cells
cell_01496,12899,1002,5.426649420114805,Dendritic cells
cell_01497,13888,1000,8.704028730827645,Dendritic cells
cell_01498,14532,1010,6.506414776131529,Dendritic cells
cell_01499,17364,1050,15.162835315580548,Dendritic cells
cell_01500,14661,1053,8.696948996414738,Neutrophils
cell_01501,13088,997,7.119058460395477,Neutrophils
cell_01502,12283,1009,8.76690469266499,Neutrophils
cell_01503,9399,923,31.15792979735984,Neutrophils
cell_01504,14388,1031,4.427603633740555,Neutrophils
cell_01505,16132,1064,13.228065567591774,Neutrophils
cell_01506,18736,1081,11.096747651094033,Neutrophils
cell_01507,10329,957,9.235777529232477,Neutrophils
cell_01508,8525,941,8.417511023073006,Neutrophils
cell_01509,8691,935,6.934926854491463,Neutrophils
cell_01510,13783,1015,5.113883362795769,Neutrophils
cell_01511,9381,945,18.62402071479333,Neutrophils
cell_01512,17930,1064,11.748663256259888,Neutrophils
cell_01513,10716,999,10.666224329387946,Neutrophils
cell_01514,15782,1046,8.139986975403668,Neutrophils
cell_01515,17586,1059,8.04081759724464,Neutrophils
cell_01516,17559,1054,8.657760340417594,Neutrophils
cell_01517,16137,1038,5.541122501969033,Neutrophils
cell_01518,10393,936,16.51299709838335,Neutrophils
cell_01519,15236,1030,9.896335238062825,Neutrophils
cell_01520,16335,1038,8.8136371940238,Neutrophils
cell_01521,12978,1003,8.006096695566134,Neutrophils
cell_01522,19160,1066,8.01504943881984,Neutrophils
cell_01523,11973,984,7.606700406861741,Neutrophils
cell_01524,19360,1065,7.352330088317263,Neutrophils
cell_01525,8815,929,12.552924387860841,Neutrophils
cell_01526,8433,898,5.956456242325964,Neutrophils
cell_01527,15104,1015,6.97839828933817,Neutrophils
cell_01528,17708,1033,15.541049049332734,Neutrophils
cell_01529,11062,976,23.802901876441503,Neutrophils
cell_01530,16620,1064,8.502008656504449,Neutrophils
cell_01531,10389,950,33.807888015662485,Neutrophils
cell_01532,13521,1016,8.78165509301058,Neutrophils
cell_01533,13456,1028,11.972648946874084,Neutrophils
cell_01534,19020,1086,7.3634614834403065,Neutrophils
cell_01535,13182,1019,38.37190170948078,Neutrophils
cell_01536,10901,975,8.162044030500516,Neutrophils
cell_01537,11497,1010,37.72986868181844,Neutrophils
cell_01538,15367,1027,6.098776992177768,Neutrophils
cell_01539,15745,1047,11.768117629687037,Neutrophils
cell_01540,10624,994,9.106907994705034,Neutrophils
cell_01541,11309,997,7.6251233357001,Neutrophils
cell_01542,19169,1075,12.623556327257084,Neutrophils
cell_01543,11337,997,19.70163204144669,Neutrophils
cell_01544,17917,1068,12.188039386894776,Neutrophils
cell_01545,15979,1044,10.936381135606352,Neutrophils
cell_01546,9557,908,35.15904930834714,Neutrophils
cell_01547,12190,1001,16.598580138827977,Neutrophils
cell_01548,9690,922,6.4387966058179495,Neutrophils
cell_01549,13625,1011,53.59888601929305,Neutrophils
cell_01550,18401,1069,10.713432141546946,Neutrophils
cell_01551,20600,1095,12.786705234876699,Neutrophils
cell_01552,10799,956,72.46097187027138,Neutrophils
cell_01553,16633,1056,4.205138057063213,Neutrophils
cell_01554,10608,983,4.609237863073942,Neutrophils
cell_01555,12905,1007,7.545041835901525,Neutrophils
cell_01556,12973,1016,10.577475192796793,Neutrophils
cell_01557,19451,1076,10.992754774111239,Neutrophils
cell_01558,10755,949,26.947248196282825,Neutrophils
cell_01559,18290,1083,12.393769762915763,Neutrophils
cell_01560,19349,1071,7.2787403615231465,Neutrophils
cell_01561,16089,1035,12.58304273040084,Neutrophils
cell_01562,10065,956,10.258777293395358,Neutrophils
cell_01563,15757,1059,7.88429039961098,Neutrophils
cell_01564,17201,1048,12.594042703940916,Neutrophils
cell_01565,13602,1033,9.07540866321881,Neutrophils
cell_01566,10776,969,7.456135000434619,Neutrophils
cell_01567,13003,999,8.949118462702845,Neutrophils
cell_01568,12194,988,10.082606300766745,Neutrophils
cell_01569,14403,1042,12.610479846055023,Neutrophils
cell_01570,9527,932,39.398901806525224,Neutrophils
cell_01571,14754,1053,13.915560962276741,Neutrophils
cell_01572,11802,987,25.10225723327748,Neutrophils
cell_01573,19226,1068,7.602112569616036,Neutrophils
cell_01574,9690,971,8.06081131462024,Neutrophils
cell_01575,13963,1015,8.551790903406618,Neutrophils
cell_01576,19505,1079,8.326867351731233,Neutrophils
cell_01577,8637,903,21.175969983540266,Neutrophils
cell_01578,17853,1077,9.409169066775712,Neutrophils
cell_01579,9991,981,9.462937542370877,Neutrophils
cell_01580,9290,926,8.128052909520473,Neutrophils
cell_01581,18157,1072,9.949411382466053,Neutrophils
cell_01582,8463,928,11.029493822707927,Neutrophils
cell_01583,17321,1076,5.565290636884032,Neutrophils
cell_01584,12122,1000,13.262585109288027,Neutrophils
cell_01585,18590,1067,59.820443818839195,Neutrophils
cell_01586,10264,956,4.719697913357971,Neutrophils
cell_01587,10528,958,38.353651695596206,Neutrophils
cell_01588,19597,1077,13.412714828474664,Neutrophils
cell_01589,19996,1070,8.568043547048518,Neutrophils
cell_01590,8605,918,36.379677001015224,Neutrophils
cell_01591,15965,1045,7.541746552677611,Neutrophils
cell_01592,11262,959,12.954462173469636,Neutrophils
cell_01593,12988,990,5.3618442538720075,Neutrophils
cell_01594,14402,999,12.485166127974184,Neutrophils
cell_01595,13975,1014,12.1721798015261,Neutrophils
cell_01596,11829,976,8.967144329952959,Neutrophils
cell_01597,15082,1029,7.501642808744554,Neutrophils
cell_01598,9809,940,11.485933114397055,Neutrophils
cell_01599,12744,1009,11.23195085837926,Neutrophils
cell_01600,13435,1008,54.60493135857314,Neutrophils
cell_01601,20496,1095,5.557502323375911,Neutrophils
cell_01602,14858,1041,13.935020287029284,Neutrophils
cell_01603,13611,1020,8.448759912610871,Neutrophils
cell_01604,14670,1022,10.156825257975784,Neutrophils
cell_01605,9576,918,5.0898868670119475,Neutrophils
cell_01606,19125,1063,5.516658733048639,Neutrophils
cell_01607,14593,1045,6.0008864663166195,Neutrophils
cell_01608,15685,1032,10.243157719185664,Neutrophils
cell_01609,14512,1037,12.390569593811177,Neutrophils
cell_01610,15370,1039,5.453025022876576,Neutrophils
cell_01611,11276,978,22.96652640314198,Neutrophils
cell_01612,14936,1045,12.968126748926917,Neutrophils
cell_01613,12523,1012,4.880879420289453,Neutrophils
cell_01614,12467,1001,13.67979254603196,Neutrophils
cell_01615,8400,911,4.162290790260929,Neutrophils
cell_01616,16660,1070,9.55285318697247,Neutrophils
cell_01617,15248,998,7.159712226834519,Neutrophils
cell_01618,12225,1001,8.622333129130046,Neutrophils
cell_01619,16171,1048,9.987480160187514,Neutrophils
cell_01620,12577,1024,11.966525370549045,Neutrophils
cell_01621,17269,1070,39.05459445740109,Neutrophils
cell_01622,8004,902,11.460337668367346,Neutrophils
cell_01623,11349,991,8.758665869791688,Neutrophils
cell_01624,16922,1063,6.8109168318557956,Neutrophils
cell_01625,17684,1058,8.237088416943458,Neutrophils
cell_01626,14206,1016,7.552822975234425,Neutrophils
cell_01627,9843,945,10.460296796758751,Neutrophils
cell_01628,14393,1015,5.437866647830924,Neutrophils
cell_01629,17500,1053,7.975795756787408,Neutrophils
cell_01630,13198,983,7.4528633737812795,Neutrophils
cell_01631,10884,971,9.923683036856898,Neutrophils
cell_01632,13252,993,13.441499247017019,Neutrophils
cell_01633,8514,921,9.31640528883342,Neutrophils
cell_01634,17875,1062,8.454954386537654,Neutrophils
cell_01635,19704,1086,15.414596783494677,Neutrophils
cell_01636,8794,920,23.793326745757216,Neutrophils
cell_01637,18964,1075,7.070168341761026,Neutrophils
cell_01638,13223,986,5.9084733287758,Neutrophils
cell_01639,8853,922,59.442736397828035,Neutrophils
cell_01640,19236,1032,11.267841717196479,Neutrophils
cell_01641,15700,1030,9.419063354166497,Neutrophils
cell_01642,10612,962,20.85693814603164,Neutrophils
cell_01643,8943,901,6.973664478227757,Neutrophils
cell_01644,16738,1048,10.817957575970329,Neutrophils
cell_01645,13817,1008,11.337248359897199,Neutrophils
cell_01646,11084,953,14.24158231966185,Neutrophils
cell_01647,11721,969,9.347294666166999,Neutrophils
cell_01648,10489,972,6.859317375287274,Neutrophils
cell_01649,13238,1018,7.938242825707727,Neutrophils
cell_01650,12580,986,8.464667172136874,Neutrophils
cell_01651,19530,1082,43.19533607504877,Neutrophils
cell_01652,17105,1051,6.094763593771751,Neutrophils
cell_01653,17009,1058,7.292613663474551,Neutrophils
cell_01654,10946,973,31.92875443055173,Neutrophils
cell_01655,10079,971,9.566469639258383,Neutrophils
cell_01656,17732,1038,12.145005024273832,Neutrophils
cell_01657,17993,1081,8.85140903808915,Neutrophils
cell_01658,14541,1050,7.847485269749867,Neutrophils
cell_01659,12851,1007,6.021348500736194,Neutrophils
